old_car_id,old_car_title,old_car_make,old_car_model,old_price,old_coe,new_car_id,new_car_name,new_car_model,new_price,no_owners,manufactured,similarity
3131,porsche 911 carrera pdk,porsche,911,435400,50000,229,porsche 911,carrera s pdk 3.0 ,566000,2,2017,88
5241,porsche 911 carrera pdk,porsche,911,625800,35001,229,porsche 911,carrera s pdk 3.0 ,566000,1,2020,88
8332,porsche 911 carrera pdk,porsche,911,608200,35001,229,porsche 911,carrera s pdk 3.0 ,566000,1,2020,88
8773,porsche 911 carrera 4 coupe 3.0a pdk,porsche,911,642300,63002,230,porsche 911,carrera 4s pdk 3.0 ,597000,1,2021,88
11979,porsche 911 turbo coupe 3.8a pdk ,porsche,911,363000,33568,232,porsche 911,turbo pdk 3.8 ,801000,6,2010,88
15287,porsche 911 turbo coupe 3.8a pdk ,porsche,911,380400,33568,232,porsche 911,turbo pdk 3.8 ,801000,6,2010,88
10536,toyota land cruiser 4.6a ax g-edition,toyota,land,504900,51900,273,toyota land cruiser,4.6 ax g`edition 8`seater ,310000,1,2019,88
1324,mercedes-benz amg gt s,mercedes-benz,amg,691800,37109,283,mercedes`benz amg gt,s 4.0 ,639000,2,2019,88
7773,mercedes-benz amg gt s,mercedes-benz,amg,578400,39000,283,mercedes`benz amg gt,s 4.0 ,639000,1,2017,88
5308,mercedes-benz amg gt r,mercedes-benz,amg,830500,41000,284,mercedes`benz amg gt,r 4.0 ,911688,1,2018,88
11191,mercedes-benz amg gt r,mercedes-benz,amg,825000,32200,284,mercedes`benz amg gt,r 4.0 ,911688,1,2018,88
11296,toyota harrier 2.4a cng ,toyota,harrier,18500,20441,330,toyota harrier,2.0 g ,200000,3,2008,88
8662,porsche cayenne s coupe 3.0a tip,porsche,cayenne,470800,38889,371,porsche cayenne coupe,3,427000,1,2019,88
31,bmw x4 xdrive30i m-sport,bmw,x4,289100,45510,377,bmw x3,xdrive20i m sport ,277000,1,2020,88
770,bmw x6 xdrive40i m-sport,bmw,x6,364000,33301,377,bmw x3,xdrive20i m sport ,277000,1,2019,88
1888,bmw x6 xdrive40i m-sport,bmw,x6,391400,47806,377,bmw x3,xdrive20i m sport ,277000,1,2020,88
1944,bmw x4 xdrive30i m-sport,bmw,x4,289100,45510,377,bmw x3,xdrive20i m sport ,277000,1,2020,88
2396,bmw x6 xdrive40i m-sport,bmw,x6,377100,40301,377,bmw x3,xdrive20i m sport ,277000,1,2020,88
3258,bmw x5 xdrive40i m-sport,bmw,x5,352000,39728,377,bmw x3,xdrive20i m sport ,277000,1,2019,88
3820,bmw x4 xdrive28i m-sport,bmw,x4,172500,57390,377,bmw x3,xdrive20i m sport ,277000,1,2017,88
6664,bmw x4 xdrive30i m-sport,bmw,x4,224200,31301,377,bmw x3,xdrive20i m sport ,277000,1,2018,88
7636,bmw x4 xdrive28i m-sport,bmw,x4,146100,56410,377,bmw x3,xdrive20i m sport ,277000,1,2016,88
9330,bmw x6 xdrive40i m-sport,bmw,x6,383700,49500,377,bmw x3,xdrive20i m sport ,277000,1,2020,88
10475,bmw x5 xdrive40i m-sport,bmw,x5,374900,47806,377,bmw x3,xdrive20i m sport ,277000,1,2020,88
11044,bmw x4 xdrive30i m-sport,bmw,x4,254000,30012,377,bmw x3,xdrive20i m sport ,277000,1,2019,88
3363,mercedes-benz e-class e53 coupe mild hybrid amg 4matic,mercedes-benz,amg,438700,50100,421,mercedes`benz e`class coupe mild hybrid,e53 amg 4matic+ ,486888,1,2020,88
10087,porsche 911 carrera 4s cabriolet 3.8a pdk ,porsche,911,295700,34935,431,porsche 911 cabriolet,carrera gts pdk 3.0 ,750000,3,2010,88
11052,porsche 911 carrera cabriolet 3.0a,porsche,911,678700,62100,431,porsche 911 cabriolet,carrera gts pdk 3.0 ,750000,1,2020,88
12621,porsche 911 carrera s cabriolet 3.0a,porsche,911,746800,61190,436,porsche 911 cabriolet,carrera 4 pdk 3.0 ,589988,1,2020,88
8987,porsche 911 carrera gts cabriolet 3.8a pdk ,porsche,911,357500,49716,438,porsche 911 cabriolet,carrera pdk 4s 3.0 ,657788,3,2011,88
1178,audi a3 sedan mild hybrid 1.5a tfsi,audi,a3,146300,49001,40,audi a3 sedan mild hybrid,1.5 tfsi s tronic ,189415,1,2020,87
223,toyota sienta hybrid 1.5a x,toyota,sienta,98800,31210,101,toyota sienta hybrid,1.5 x 7`seater ,112000,1,2019,87
1933,toyota sienta hybrid 1.5a x,toyota,sienta,101100,30000,101,toyota sienta hybrid,1.5 x 7`seater ,112000,1,2019,87
2169,toyota sienta hybrid 1.5a x,toyota,sienta,83400,38941,101,toyota sienta hybrid,1.5 x 7`seater ,112000,2,2018,87
3268,toyota sienta hybrid 1.5a x,toyota,sienta,112000,47821,101,toyota sienta hybrid,1.5 x 7`seater ,112000,1,2019,87
4085,toyota sienta hybrid 1.5a x,toyota,sienta,84900,42900,101,toyota sienta hybrid,1.5 x 7`seater ,112000,1,2017,87
4454,toyota sienta hybrid 1.5a x,toyota,sienta,98800,31917,101,toyota sienta hybrid,1.5 x 7`seater ,112000,1,2019,87
6123,toyota sienta hybrid 1.5a x,toyota,sienta,79000,46791,101,toyota sienta hybrid,1.5 x 7`seater ,112000,1,2016,87
6978,toyota sienta hybrid 1.5a x,toyota,sienta,100000,26667,101,toyota sienta hybrid,1.5 x 7`seater ,112000,1,2019,87
8678,toyota sienta hybrid 1.5a x,toyota,sienta,87800,38700,101,toyota sienta hybrid,1.5 x 7`seater ,112000,1,2018,87
9634,toyota sienta hybrid 1.5a x,toyota,sienta,82400,46778,101,toyota sienta hybrid,1.5 x 7`seater ,112000,1,2017,87
10549,toyota sienta hybrid 1.5a x,toyota,sienta,100600,30000,101,toyota sienta hybrid,1.5 x 7`seater ,112000,1,2019,87
10691,toyota sienta hybrid 1.5a x,toyota,sienta,79000,36001,101,toyota sienta hybrid,1.5 x 7`seater ,112000,2,2017,87
11209,toyota sienta hybrid 1.5a x,toyota,sienta,98800,30000,101,toyota sienta hybrid,1.5 x 7`seater ,112000,1,2019,87
11814,toyota sienta hybrid 1.5a x,toyota,sienta,98800,33301,101,toyota sienta hybrid,1.5 x 7`seater ,112000,1,2019,87
12729,toyota sienta hybrid 1.5a x,toyota,sienta,98800,26667,101,toyota sienta hybrid,1.5 x 7`seater ,112000,1,2019,87
13741,toyota sienta hybrid 1.5a x,toyota,sienta,109800,41001,101,toyota sienta hybrid,1.5 x 7`seater ,112000,1,2019,87
14241,toyota sienta hybrid 1.5a x,toyota,sienta,64400,52503,101,toyota sienta hybrid,1.5 x 7`seater ,112000,4,2016,87
14875,toyota sienta hybrid 1.5a x,toyota,sienta,98100,30000,101,toyota sienta hybrid,1.5 x 7`seater ,112000,1,2019,87
15280,toyota sienta hybrid 1.5a x,toyota,sienta,77900,36001,101,toyota sienta hybrid,1.5 x 7`seater ,112000,2,2017,87
1081,seat arona 1.0a ecotsi fr,seat,arona,87800,30009,117,seat arona,1.5 ecotsi dsg fr ,132999,1,2019,87
1528,seat arona 1.0a ecotsi fr,seat,arona,83000,28199,117,seat arona,1.5 ecotsi dsg fr ,132999,1,2018,87
3137,seat arona 1.0a ecotsi fr,seat,arona,106500,37334,117,seat arona,1.5 ecotsi dsg fr ,132999,1,2019,87
3851,seat arona 1.0a ecotsi fr,seat,arona,80100,25000,117,seat arona,1.5 ecotsi dsg fr ,132999,1,2018,87
4715,seat arona 1.0a ecotsi fr,seat,arona,83000,28199,117,seat arona,1.5 ecotsi dsg fr ,132999,1,2018,87
326,honda fit 1.3a gf,honda,fit,72400,25920,124,honda fit,1.3,96000,1,2018,87
419,honda fit 1.3a gf,honda,fit,68200,37000,124,honda fit,1.3,96000,1,2018,87
931,honda fit 1.3a gf,honda,fit,76800,32309,124,honda fit,1.3,96000,1,2019,87
1615,honda fit 1.3a gf,honda,fit,73500,29159,124,honda fit,1.3,96000,1,2018,87
3514,honda fit 1.3a gf,honda,fit,71300,29159,124,honda fit,1.3,96000,1,2019,87
3551,honda fit 1.3a gf,honda,fit,98800,35710,124,honda fit,1.3,96000,1,2019,87
4195,honda fit 1.3a gf,honda,fit,86700,40556,124,honda fit,1.3,96000,1,2019,87
4212,honda fit 1.3a gf,honda,fit,82300,37334,124,honda fit,1.3,96000,1,2019,87
4588,honda fit 1.3a gf,honda,fit,80100,32000,124,honda fit,1.3,96000,1,2019,87
4912,honda fit 1.3a gf,honda,fit,72400,36704,124,honda fit,1.3,96000,1,2019,87
6067,honda fit 1.3a gf,honda,fit,79000,33520,124,honda fit,1.3,96000,1,2019,87
6493,honda fit 1.3a gf,honda,fit,86700,36534,124,honda fit,1.3,96000,1,2019,87
6685,honda fit 1.3a gf,honda,fit,68000,34110,124,honda fit,1.3,96000,1,2018,87
7614,honda fit 1.3a gf,honda,fit,77000,31759,124,honda fit,1.3,96000,1,2019,87
7662,honda fit 1.3a gf ,honda,fit,64700,11589,124,honda fit,1.3,96000,1,2019,87
8247,honda fit 1.3a gf,honda,fit,83100,36534,124,honda fit,1.3,96000,1,2019,87
8862,honda fit 1.3a gf,honda,fit,74800,30000,124,honda fit,1.3,96000,1,2019,87
8871,honda fit 1.3a gf,honda,fit,73700,32309,124,honda fit,1.3,96000,1,2019,87
9058,honda fit 1.3a gf ,honda,fit,63600,15889,124,honda fit,1.3,96000,1,2019,87
9205,honda fit 1.3a gf,honda,fit,71300,25689,124,honda fit,1.3,96000,1,2018,87
9678,honda fit 1.3a gf,honda,fit,76800,30009,124,honda fit,1.3,96000,1,2019,87
9738,honda fit 1.3a gf ,honda,fit,30600,16184,124,honda fit,1.3,96000,2,2008,87
9828,honda fit 1.3a gf,honda,fit,84500,32889,124,honda fit,1.3,96000,1,2019,87
9867,honda fit 1.3a gf ,honda,fit,31700,16519,124,honda fit,1.3,96000,3,2009,87
10266,honda fit 1.3a gf,honda,fit,71300,26309,124,honda fit,1.3,96000,2,2018,87
10310,honda fit 1.3a gf,honda,fit,80100,32699,124,honda fit,1.3,96000,1,2019,87
10338,honda fit 1.3a gf,honda,fit,76700,32725,124,honda fit,1.3,96000,1,2019,87
10436,honda fit 1.3a gf,honda,fit,78100,27702,124,honda fit,1.3,96000,1,2019,87
10850,honda fit 1.3a gf ,honda,fit,68000,14210,124,honda fit,1.3,96000,1,2019,87
10982,honda fit 1.3a gf,honda,fit,81200,38510,124,honda fit,1.3,96000,1,2018,87
11094,honda fit 1.3a gf,honda,fit,64900,36810,124,honda fit,1.3,96000,1,2018,87
11114,honda fit 1.3a gf,honda,fit,72400,26667,124,honda fit,1.3,96000,1,2019,87
11889,honda fit 1.3a gf,honda,fit,81200,33520,124,honda fit,1.3,96000,1,2019,87
12076,honda fit 1.3a gf ,honda,fit,63600,18320,124,honda fit,1.3,96000,1,2019,87
12259,honda fit 1.3a gf,honda,fit,79000,26667,124,honda fit,1.3,96000,1,2019,87
12593,honda fit 1.3a gf,honda,fit,74200,25689,124,honda fit,1.3,96000,1,2018,87
13339,honda fit 1.3a gf,honda,fit,73500,29159,124,honda fit,1.3,96000,1,2018,87
14283,honda fit 1.3a gf ,honda,fit,25100,13024,124,honda fit,1.3,96000,5,2008,87
14616,honda fit 1.3a gf,honda,fit,76800,32999,124,honda fit,1.3,96000,1,2019,87
14785,honda fit 1.3a gf,honda,fit,70200,23429,124,honda fit,1.3,96000,1,2018,87
15129,honda fit 1.3a gf,honda,fit,78000,26667,124,honda fit,1.3,96000,1,2019,87
15252,honda fit 1.3a gf,honda,fit,96300,43501,124,honda fit,1.3,96000,1,2020,87
1279,volkswagen t-cross 1.0a tsi r-line,volkswagen,t-cross,114400,40556,127,volkswagen t`cross,1.0 tsi dsg r`line ,126900,1,2020,87
11638,volkswagen t-cross 1.0a tsi r-line,volkswagen,t-cross,114400,40556,127,volkswagen t`cross,1.0 tsi dsg r`line ,126900,1,2020,87
14367,volkswagen t-cross 1.0a tsi r-line,volkswagen,t-cross,110000,39500,127,volkswagen t`cross,1.0 tsi dsg r`line ,126900,1,2020,87
13543,seat ibiza 1.0a ecotsi fr,seat,ibiza,62200,46791,147,seat ibiza,1.5 ecotsi dsg fr ,123999,1,2017,87
4794,honda odyssey hybrid 2.0a e-hev absolute,honda,e,142800,31801,151,honda odyssey hybrid,2.0 e`hev absolute 8`seater ,203000,1,2018,87
15137,honda odyssey hybrid 2.0a e-hev absolute,honda,e,191400,58089,151,honda odyssey hybrid,2.0 e`hev absolute 8`seater ,203000,1,2021,87
4794,honda odyssey hybrid 2.0a e-hev absolute,honda,e,142800,31801,152,honda odyssey hybrid,2.0 e`hev absolute 7`seater ,208000,1,2018,87
15137,honda odyssey hybrid 2.0a e-hev absolute,honda,e,191400,58089,152,honda odyssey hybrid,2.0 e`hev absolute 7`seater ,208000,1,2021,87
5307,mercedes-benz glc-class glc300 mild hybrid amg line 4matic premium plus,mercedes-benz,amg,297000,52200,164,mercedes`benz glc`class mild hybrid,glc300 amg line 4matic premium plus ,277000,1,2020,87
7690,mercedes-benz glc-class glc300 mild hybrid amg line 4matic premium plus,mercedes-benz,amg,251800,37109,164,mercedes`benz glc`class mild hybrid,glc300 amg line 4matic premium plus ,277000,1,2019,87
6977,bmw 4 series 420i gran coupe sport,bmw,420i,116400,58201,166,bmw 4 series coupe,430i m sport pro ,336888,2,2016,87
12915,bmw 4 series 420i gran coupe sport,bmw,420i,149400,37010,166,bmw 4 series coupe,430i m sport pro ,336888,1,2018,87
7421,hyundai i30 wagon 1.4a t-gdi dct turbo,hyundai,i30,81200,36000,173,hyundai i30 wagon,1.0 dct turbo ,118999,1,2018,87
10200,hyundai i30 wagon 1.4a t-gdi dct turbo ,hyundai,i30,68000,20330,173,hyundai i30 wagon,1.0 dct turbo ,118999,2,2018,87
13810,hyundai i30 wagon 1.4a t-gdi dct turbo,hyundai,i30,81200,37989,173,hyundai i30 wagon,1.0 dct turbo ,118999,1,2018,87
14249,hyundai i30 wagon 1.4a t-gdi dct turbo,hyundai,i30,81200,33900,173,hyundai i30 wagon,1.0 dct turbo ,118999,1,2018,87
15255,hyundai i30 wagon 1.4a t-gdi dct turbo,hyundai,i30,95500,34509,173,hyundai i30 wagon,1.0 dct turbo ,118999,1,2018,87
1445,toyota sienta 1.5a g welcab,toyota,sienta,82300,46489,179,toyota sienta,1.5 g welcab type 1 ,139000,3,2016,87
4957,toyota sienta 1.5a g welcab,toyota,sienta,144000,42000,179,toyota sienta,1.5 g welcab type 1 ,139000,1,2019,87
1066,volkswagen touran 1.4a tsi highline,volkswagen,touran,157300,51900,182,volkswagen touran,1.4 tsi dsg r`line ,189900,1,2020,87
12556,volkswagen touran 1.4a tsi highline,volkswagen,touran,159500,51900,182,volkswagen touran,1.4 tsi dsg r`line ,189900,1,2020,87
7403,volkswagen touran 1.4a tsi comfortline sunroof,volkswagen,touran,106500,38501,183,volkswagen touran,1.4 tsi dsg r`line sunroof ,195400,1,2018,87
9164,volkswagen touran 1.4a tsi comfortline sunroof ,volkswagen,touran,80300,36300,183,volkswagen touran,1.4 tsi dsg r`line sunroof ,195400,1,2016,87
9795,volkswagen touran 1.4a tsi comfortline sunroof,volkswagen,touran,141700,35001,183,volkswagen touran,1.4 tsi dsg r`line sunroof ,195400,1,2019,87
12149,volkswagen touran 1.4a tsi comfortline sunroof,volkswagen,touran,134200,35889,183,volkswagen touran,1.4 tsi dsg r`line sunroof ,195400,1,2019,87
15075,volkswagen touran 1.4a tsi comfortline sunroof,volkswagen,touran,81200,57002,183,volkswagen touran,1.4 tsi dsg r`line sunroof ,195400,2,2016,87
11663,toyota harrier hybrid 2.5a luxury,toyota,harrier,183500,39000,187,toyota harrier hybrid,2.5 s ,190000,1,2020,87
4402,toyota corolla hybrid 1.8a ascent sport,toyota,corolla,120900,46790,214,toyota corolla hatchback hybrid,1.8 ascent sport ,146000,1,2018,87
5991,toyota corolla hybrid 1.8a ascent sport,toyota,corolla,134200,39000,214,toyota corolla hatchback hybrid,1.8 ascent sport ,146000,1,2020,87
11109,toyota corolla hybrid 1.8a ascent sport,toyota,corolla,120800,40690,214,toyota corolla hatchback hybrid,1.8 ascent sport ,146000,1,2019,87
11578,toyota corolla hybrid 1.8a ascent sport,toyota,corolla,137500,60109,214,toyota corolla hatchback hybrid,1.8 ascent sport ,146000,1,2020,87
12653,toyota corolla hybrid 1.8a ascent sport,toyota,corolla,136400,46790,214,toyota corolla hatchback hybrid,1.8 ascent sport ,146000,1,2019,87
2687,porsche 911 carrera 3.4 coupe pdk,porsche,911,349800,77100,226,porsche 911,carrera pdk 3.0 ,506000,1,2013,87
2687,porsche 911 carrera 3.4 coupe pdk,porsche,911,349800,77100,227,porsche 911,carrera 4 pdk 3.0 ,531000,1,2013,87
15502,porsche 911 carrera 4s 3.8a pdk ,porsche,911,306800,47316,229,porsche 911,carrera s pdk 3.0 ,566000,3,2009,87
3131,porsche 911 carrera pdk,porsche,911,435400,50000,230,porsche 911,carrera 4s pdk 3.0 ,597000,2,2017,87
5241,porsche 911 carrera pdk,porsche,911,625800,35001,230,porsche 911,carrera 4s pdk 3.0 ,597000,1,2020,87
8332,porsche 911 carrera pdk,porsche,911,608200,35001,230,porsche 911,carrera 4s pdk 3.0 ,597000,1,2020,87
12707,porsche 911 carrera gts 3.0a pdk,porsche,911,514600,49000,230,porsche 911,carrera 4s pdk 3.0 ,597000,2,2017,87
8880,porsche 911 carrera gts coupe 3.8a pdk ,porsche,911,363000,49716,231,porsche 911,carrera gts pdk 3.0 ,693000,2,2011,87
12508,porsche 911 carrera gts coupe 3.8a pdk ,porsche,911,394700,47316,231,porsche 911,carrera gts pdk 3.0 ,693000,2,2011,87
13126,porsche 911 carrera 4s 3.0a pdk,porsche,911,716000,49001,231,porsche 911,carrera gts pdk 3.0 ,693000,1,2019,87
3683,mercedes-benz s-class s500l mild hybrid amg line 4matic premium plus executive,mercedes-benz,amg,601500,60001,250,mercedes`benz s`class mild hybrid 2021,s500l amg line 4matic premium plus executive ,570000,1,2020,87
12262,mercedes-benz s-class s500l mild hybrid amg line 4matic premium plus executive,mercedes-benz,amg,607200,61190,250,mercedes`benz s`class mild hybrid 2021,s500l amg line 4matic premium plus executive ,570000,1,2021,87
14671,mercedes-benz s-class s500l mild hybrid amg line 4matic premium plus executive,mercedes-benz,amg,405700,58089,250,mercedes`benz s`class mild hybrid 2021,s500l amg line 4matic premium plus executive ,570000,1,2018,87
13766,toyota gr supra 3.0a rz,toyota,gr,284700,34000,287,toyota gr supra,2.0 pro ,284000,1,2019,87
15035,bmw 5 series 520i mild hybrid,bmw,520i,239800,49300,289,bmw 5 series sedan mild hybrid,520i se ,255000,1,2020,87
11011,lamborghini huracan evo rwd,lamborghini,huracan,1031800,41001,293,lamborghini huracan,evo 5.2 v10 rwd ,798000,1,2020,87
6455,porsche boxster 2.7a pdk,porsche,boxster,185800,95501,315,porsche 718 boxster,s pdk 2.5 ,343588,3,2013,87
6624,porsche boxster 2.7a pdk,porsche,boxster,201300,78810,315,porsche 718 boxster,s pdk 2.5 ,343588,2,2013,87
11581,porsche boxster 2.7a pdk,porsche,boxster,178200,85400,315,porsche 718 boxster,s pdk 2.5 ,343588,4,2012,87
144,toyota land cruiser prado 2.7a tx l,toyota,land,249500,30890,327,toyota land cruiser prado,2.7 tx 7`seater ,248000,1,2019,87
7578,toyota land cruiser prado 2.7a tx l,toyota,land,193400,39000,327,toyota land cruiser prado,2.7 tx 7`seater ,248000,1,2018,87
606,toyota harrier 2.4a ,toyota,harrier,42400,50347,330,toyota harrier,2.0 g ,200000,2,2007,87
3249,toyota harrier 2.4a ,toyota,harrier,48100,50972,330,toyota harrier,2.0 g ,200000,4,2007,87
4380,toyota harrier 2.4a ,toyota,harrier,61400,40881,330,toyota harrier,2.0 g ,200000,3,2007,87
5244,toyota harrier 2.4a ,toyota,harrier,38500,48479,330,toyota harrier,2.0 g ,200000,3,2006,87
6143,toyota harrier 2.4a ,toyota,harrier,53700,40881,330,toyota harrier,2.0 g ,200000,5,2007,87
7321,toyota harrier 2.4a ,toyota,harrier,66000,36888,330,toyota harrier,2.0 g ,200000,6,2007,87
11312,toyota harrier 2.4a ,toyota,harrier,17400,25084,330,toyota harrier,2.0 g ,200000,1,2007,87
5118,audi q7 2.0a tfsi quattro tip,audi,q7,178000,49000,335,audi q5,2.0 tfsi quattro ,245000,1,2017,87
5589,audi q7 2.0a tfsi quattro tip,audi,q7,193400,57414,335,audi q5,2.0 tfsi quattro ,245000,1,2017,87
10024,audi q7 2.0a tfsi quattro tip,audi,q7,165000,57010,335,audi q5,2.0 tfsi quattro ,245000,2,2016,87
11594,audi q7 2.0a tfsi quattro tip,audi,q7,313500,45510,335,audi q5,2.0 tfsi quattro ,245000,1,2020,87
1251,porsche cayenne coupe 3.0a,porsche,cayenne,457600,50100,372,porsche cayenne coupe,s 2.9 ,482000,1,2020,87
2597,porsche cayenne coupe 3.0a,porsche,cayenne,465300,60109,372,porsche cayenne coupe,s 2.9 ,482000,1,2020,87
3083,porsche cayenne coupe 3.0a,porsche,cayenne,457600,47001,372,porsche cayenne coupe,s 2.9 ,482000,1,2020,87
10823,porsche cayenne coupe 3.0a,porsche,cayenne,457600,49001,372,porsche cayenne coupe,s 2.9 ,482000,1,2020,87
3016,land rover discovery 2.0a si4 hse 7-seater,land,discovery,295800,37900,374,land rover discovery,2.0 se 7`seater ,396999,1,2018,87
3062,land rover discovery 2.0a si4 hse 7-seater,land,discovery,282600,37900,374,land rover discovery,2.0 se 7`seater ,396999,1,2018,87
11938,land rover discovery 2.0a si4 hse 7-seater,land,discovery,313500,41503,374,land rover discovery,2.0 se 7`seater ,396999,1,2018,87
12501,land rover discovery 2.0a si4 hse 7-seater,land,discovery,317700,38802,374,land rover discovery,2.0 se 7`seater ,396999,1,2018,87
1096,maserati granturismo sport 4.7a,maserati,granturismo,196700,76000,381,maserati grancabrio,sport 4.7 ,624000,2,2013,87
2706,maserati grancabrio 4.7a ,maserati,grancabrio,196700,39463,381,maserati grancabrio,sport 4.7 ,624000,2,2010,87
3078,maserati granturismo sport 4.7a,maserati,granturismo,206800,76000,381,maserati grancabrio,sport 4.7 ,624000,2,2013,87
3292,maserati granturismo sport 4.7a,maserati,granturismo,263900,75200,381,maserati grancabrio,sport 4.7 ,624000,2,2014,87
4233,maserati grancabrio 4.7a ,maserati,grancabrio,173800,39463,381,maserati grancabrio,sport 4.7 ,624000,6,2010,87
5329,maserati granturismo sport 4.7a,maserati,granturismo,428900,52502,381,maserati grancabrio,sport 4.7 ,624000,2,2018,87
6168,maserati grancabrio 4.7a ,maserati,grancabrio,185800,38071,381,maserati grancabrio,sport 4.7 ,624000,6,2010,87
7245,maserati granturismo sport 4.7a,maserati,granturismo,274900,71921,381,maserati grancabrio,sport 4.7 ,624000,2,2014,87
4509,mini cooper s countryman 2.0a,mini,cooper,201200,51900,414,mini cooper countryman,1.5,205888,1,2020,87
5062,mini cooper s countryman 2.0a,mini,cooper,149500,32551,414,mini cooper countryman,1.5,205888,1,2018,87
7561,mini cooper s countryman 2.0a,mini,cooper,162800,36001,414,mini cooper countryman,1.5,205888,2,2019,87
12463,mini cooper s countryman 2.0a,mini,cooper,180200,36502,414,mini cooper countryman,1.5,205888,1,2019,87
13817,mini cooper s countryman 2.0a,mini,cooper,150500,43102,414,mini cooper countryman,1.5,205888,3,2018,87
1280,maserati quattroporte 4.2a ,maserati,quattroporte,119700,37502,424,maserati quattroporte,s 3.0 ,480000,5,2010,87
11775,maserati quattroporte 4.2a ,maserati,quattroporte,153800,47316,424,maserati quattroporte,s 3.0 ,480000,1,2010,87
4407,maserati quattroporte 3.0a,maserati,quattroporte,237400,46667,425,maserati quattroporte,gts 3.8 ,552000,1,2015,87
8890,maserati quattroporte 3.0a,maserati,quattroporte,208800,75801,425,maserati quattroporte,gts 3.8 ,552000,1,2015,87
791,porsche 911 turbo s coupe 3.8a pdk ,porsche,911,481800,42683,432,porsche 911 cabriolet,turbo s pdk 3.8 ,1013000,4,2010,87
8443,porsche 911 turbo s coupe 3.8a pdk,porsche,911,845900,32500,432,porsche 911 cabriolet,turbo s pdk 3.8 ,1013000,1,2018,87
12827,porsche 911 turbo cabriolet 3.6a ,porsche,911,438200,42683,432,porsche 911 cabriolet,turbo s pdk 3.8 ,1013000,6,2008,87
12957,porsche 911 turbo s coupe 3.8a pdk,porsche,911,735900,50101,432,porsche 911 cabriolet,turbo s pdk 3.8 ,1013000,3,2013,87
7617,mercedes-benz e-class e220d coupe amg line premium plus night edition,mercedes-benz,amg,305800,56032,433,mercedes`benz e`class coupe diesel,e220d amg line night edition premium plus ,291000,1,2020,87
12621,porsche 911 carrera s cabriolet 3.0a,porsche,911,746800,61190,438,porsche 911 cabriolet,carrera pdk 4s 3.0 ,657788,1,2020,87
811,honda freed hybrid 1.5a g,honda,freed,94400,33900,95,honda freed hybrid,1.5 g 7`seater ,148000,2,2018,86
980,honda freed hybrid 1.5a g,honda,freed,92200,42322,95,honda freed hybrid,1.5 g 7`seater ,148000,1,2017,86
1197,honda freed hybrid 1.5a g,honda,freed,101200,31001,95,honda freed hybrid,1.5 g 7`seater ,148000,1,2018,86
1623,honda freed hybrid 1.5a g,honda,freed,96600,39001,95,honda freed hybrid,1.5 g 7`seater ,148000,1,2018,86
1920,honda freed hybrid 1.5a g,honda,freed,101000,33689,95,honda freed hybrid,1.5 g 7`seater ,148000,1,2018,86
2356,honda freed hybrid 1.5a g,honda,freed,134200,52200,95,honda freed hybrid,1.5 g 7`seater ,148000,1,2021,86
2858,honda freed hybrid 1.5a g,honda,freed,93300,32429,95,honda freed hybrid,1.5 g 7`seater ,148000,1,2018,86
5162,honda freed hybrid 1.5a g,honda,freed,98800,33420,95,honda freed hybrid,1.5 g 7`seater ,148000,1,2018,86
5822,honda freed hybrid 1.5a g,honda,freed,105400,34000,95,honda freed hybrid,1.5 g 7`seater ,148000,1,2018,86
6571,honda freed hybrid 1.5a g,honda,freed,103200,32200,95,honda freed hybrid,1.5 g 7`seater ,148000,1,2018,86
6684,honda freed hybrid 1.5a g,honda,freed,106500,35403,95,honda freed hybrid,1.5 g 7`seater ,148000,2,2018,86
6928,honda freed hybrid 1.5a g,honda,freed,108700,34000,95,honda freed hybrid,1.5 g 7`seater ,148000,1,2018,86
7224,honda freed hybrid 1.5a g,honda,freed,104100,30851,95,honda freed hybrid,1.5 g 7`seater ,148000,1,2018,86
7508,honda freed hybrid 1.5a g,honda,freed,140800,41101,95,honda freed hybrid,1.5 g 7`seater ,148000,1,2020,86
8605,honda freed hybrid 1.5a g,honda,freed,97700,48010,95,honda freed hybrid,1.5 g 7`seater ,148000,1,2018,86
8725,honda freed hybrid 1.5a g,honda,freed,95500,37000,95,honda freed hybrid,1.5 g 7`seater ,148000,1,2018,86
9959,honda freed hybrid 1.5a g,honda,freed,83400,50001,95,honda freed hybrid,1.5 g 7`seater ,148000,1,2017,86
10216,honda freed hybrid 1.5a g,honda,freed,91100,39000,95,honda freed hybrid,1.5 g 7`seater ,148000,1,2018,86
10936,honda freed hybrid 1.5a g,honda,freed,90000,37605,95,honda freed hybrid,1.5 g 7`seater ,148000,1,2017,86
11751,honda freed hybrid 1.5a g,honda,freed,104300,39728,95,honda freed hybrid,1.5 g 7`seater ,148000,1,2019,86
12228,honda freed hybrid 1.5a g,honda,freed,112100,39889,95,honda freed hybrid,1.5 g 7`seater ,148000,1,2019,86
12660,honda freed hybrid 1.5a g,honda,freed,129600,46002,95,honda freed hybrid,1.5 g 7`seater ,148000,1,2018,86
13105,honda freed hybrid 1.5a g,honda,freed,106500,43102,95,honda freed hybrid,1.5 g 7`seater ,148000,1,2018,86
13873,honda freed hybrid 1.5a g,honda,freed,109800,42564,95,honda freed hybrid,1.5 g 7`seater ,148000,1,2018,86
